city,year,genus,count,total_count_run,rel_pct_abund,pollutant,concentration_ppm,lat,lon
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,14.28,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,14.35,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,17,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,17.3,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,23.58,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,21.04,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,23.41,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,17.29,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,20.17,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,15.78,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,16.22,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,13.6,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM2.5,18.62,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM2.5,18.41,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM2.5,18.28,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM2.5,19.54,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM2.5,16.46,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM2.5,13.82,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM2.5,13.63,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM2.5,14.09,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM2.5,14.17,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM2.5,13.87,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM2.5,13.35,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM2.5,13.01,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,0.8,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,1.18,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,0.69,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,1.09,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,2.48,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,2.24,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,3.34,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,2.74,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,3.83,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,2.43,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,2.47,33.749,-84.388
Atlanta,2019,Eukaryota,2734,208985,1.31,PM10,1.68,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,NO2,14.38,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,NO2,13.28,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,NO2,14.89,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,NO2,10.79,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,NO2,12.06,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,NO2,11.27,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,NO2,11.95,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,NO2,12.86,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,NO2,16.57,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,NO2,13.58,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,NO2,14.56,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,NO2,14.17,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,14.28,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,14.35,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,17,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,17.3,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,23.58,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,21.04,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,23.41,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,17.29,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,20.17,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,15.78,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,16.22,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,13.6,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM2.5,18.62,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM2.5,18.41,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM2.5,18.28,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM2.5,19.54,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM2.5,16.46,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM2.5,13.82,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM2.5,13.63,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM2.5,14.09,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM2.5,14.17,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM2.5,13.87,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM2.5,13.35,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM2.5,13.01,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,0.8,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,1.18,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,0.69,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,1.09,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,2.48,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,2.24,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,3.34,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,2.74,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,3.83,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,2.43,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,2.47,33.749,-84.388
Atlanta,2019,Streptococcus,320,208985,0.15,PM10,1.68,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,NO2,14.38,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,NO2,13.28,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,NO2,14.89,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,NO2,10.79,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,NO2,12.06,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,NO2,11.27,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,NO2,11.95,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,NO2,12.86,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,NO2,16.57,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,NO2,13.58,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,NO2,14.56,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,NO2,14.17,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,14.28,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,14.35,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,17,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,17.3,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,23.58,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,21.04,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,23.41,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,17.29,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,20.17,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,15.78,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,16.22,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,13.6,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM2.5,18.62,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM2.5,18.41,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM2.5,18.28,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM2.5,19.54,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM2.5,16.46,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM2.5,13.82,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM2.5,13.63,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM2.5,14.09,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM2.5,14.17,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM2.5,13.87,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM2.5,13.35,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM2.5,13.01,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,0.8,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,1.18,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,0.69,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,1.09,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,2.48,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,2.24,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,3.34,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,2.74,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,3.83,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,2.43,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,2.47,33.749,-84.388
Atlanta,2019,Corynebacterium,280,208985,0.13,PM10,1.68,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,NO2,14.38,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,NO2,13.28,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,NO2,14.89,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,NO2,10.79,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,NO2,12.06,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,NO2,11.27,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,NO2,11.95,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,NO2,12.86,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,NO2,16.57,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,NO2,13.58,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,NO2,14.56,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,NO2,14.17,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,14.28,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,14.35,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,17,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,17.3,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,23.58,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,21.04,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,23.41,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,17.29,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,20.17,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,15.78,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,16.22,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,13.6,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM2.5,18.62,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM2.5,18.41,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM2.5,18.28,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM2.5,19.54,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM2.5,16.46,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM2.5,13.82,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM2.5,13.63,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM2.5,14.09,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM2.5,14.17,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM2.5,13.87,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM2.5,13.35,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM2.5,13.01,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,0.8,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,1.18,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,0.69,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,1.09,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,2.48,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,2.24,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,3.34,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,2.74,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,3.83,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,2.43,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,2.47,33.749,-84.388
Atlanta,2019,Klebsiella,268,208985,0.13,PM10,1.68,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,NO2,14.38,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,NO2,13.28,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,NO2,14.89,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,NO2,10.79,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,NO2,12.06,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,NO2,11.27,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,NO2,11.95,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,NO2,12.86,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,NO2,16.57,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,NO2,13.58,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,NO2,14.56,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,NO2,14.17,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,14.28,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,14.35,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,17,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,17.3,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,23.58,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,21.04,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,23.41,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,17.29,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,20.17,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,15.78,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,16.22,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,13.6,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM2.5,18.62,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM2.5,18.41,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM2.5,18.28,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM2.5,19.54,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM2.5,16.46,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM2.5,13.82,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM2.5,13.63,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM2.5,14.09,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM2.5,14.17,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM2.5,13.87,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM2.5,13.35,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM2.5,13.01,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,0.8,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,1.18,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,0.69,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,1.09,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,2.48,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,2.24,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,3.34,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,2.74,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,3.83,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,2.43,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,2.47,33.749,-84.388
Atlanta,2019,Pseudomonas,179,208985,0.09,PM10,1.68,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,NO2,14.38,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,NO2,13.28,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,NO2,14.89,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,NO2,10.79,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,NO2,12.06,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,NO2,11.27,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,NO2,11.95,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,NO2,12.86,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,NO2,16.57,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,NO2,13.58,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,NO2,14.56,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,NO2,14.17,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM10,14.28,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM10,14.35,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM10,17,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM10,17.3,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM10,23.58,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM10,21.04,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM10,23.41,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM10,17.29,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM10,20.17,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM10,15.78,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM10,16.22,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM10,13.6,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM2.5,18.62,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM2.5,18.41,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM2.5,18.28,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM2.5,19.54,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM2.5,16.46,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM2.5,13.82,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM2.5,13.63,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM2.5,14.09,33.749,-84.388
Atlanta,2019,Bathyarchaeia,149,208985,0.07,PM2.5,14.17,33.749,-84.388
